,dataElement,period,orgUnit,categoryOptionCombo,attributeOptionCombo,value,storedBy,created,lastUpdated,comment,followup
6734,Children supplied with food supplemements,202201,Potoru CHC,"Fixed, >1y",default,29,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6735,Mebendazole/Albendazole (for children 12-59 months),202201,Potoru CHC,"Fixed, >1y",default,25,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6736,Mebendazole/Albendazole (for children 12-59 months),202201,Potoru CHC,"Outreach, >1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6737,Newborn protected at birth against tetanus (TT2+),202201,Potoru CHC,"Fixed, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6738,Newborn protected at birth against tetanus (TT2+),202201,Potoru CHC,"Outreach, <1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6739,Q_Exclusive breastfeeding at time of Penta 3,202201,Potoru CHC,"Fixed, <1y",default,26,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6740,Q_Exclusive breastfeeding at time of Penta 3,202201,Potoru CHC,"Outreach, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6741,Q_Slept under LLIN last night Measles,202201,Potoru CHC,"Fixed, <1y",default,14,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6742,Q_Slept under LLIN last night Measles,202201,Potoru CHC,"Outreach, <1y",default,21,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6743,Vitamin A given to < 5y,202201,Potoru CHC,"Fixed, <1y",default,23,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6744,Vitamin A given to < 5y,202201,Potoru CHC,"Fixed, >1y",default,25,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6745,Vitamin A given to < 5y,202201,Potoru CHC,"Outreach, <1y",default,16,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6746,Vitamin A given to < 5y,202201,Potoru CHC,"Outreach, >1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6747,Weight for age below lower line (red),202201,Potoru CHC,"Fixed, <1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6748,Weight for age below lower line (red),202201,Potoru CHC,"Fixed, >1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6749,Weight for age below lower line (red),202201,Potoru CHC,"Outreach, >1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6750,Weight for age between middle and lower line (yellow),202201,Potoru CHC,"Fixed, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6751,Weight for age between middle and lower line (yellow),202201,Potoru CHC,"Fixed, >1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6752,Weight for age between middle and lower line (yellow),202201,Potoru CHC,"Outreach, >1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6753,Weight for age on or above middle line (green),202201,Potoru CHC,"Fixed, <1y",default,98,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6754,Weight for age on or above middle line (green),202201,Potoru CHC,"Fixed, >1y",default,143,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6755,Weight for age on or above middle line (green),202201,Potoru CHC,"Outreach, <1y",default,36,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6756,Weight for age on or above middle line (green),202201,Potoru CHC,"Outreach, >1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6757,Weight for height 70-79 percent,202201,Potoru CHC,"Fixed, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6758,Weight for height 70-79 percent,202201,Potoru CHC,"Fixed, >1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6759,Weight for height 70-79 percent,202201,Potoru CHC,"Outreach, >1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6760,Weight for height 80 percent and above,202201,Potoru CHC,"Fixed, <1y",default,98,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6761,Weight for height 80 percent and above,202201,Potoru CHC,"Fixed, >1y",default,143,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6762,Weight for height 80 percent and above,202201,Potoru CHC,"Outreach, <1y",default,36,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6763,Weight for height 80 percent and above,202201,Potoru CHC,"Outreach, >1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6764,Weight for height below 70 percent,202201,Potoru CHC,"Fixed, <1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6765,Weight for height below 70 percent,202201,Potoru CHC,"Fixed, >1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6766,Weight for height below 70 percent,202201,Potoru CHC,"Outreach, >1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6767,BCG doses given,202201,Rogbere CHC,"Fixed, <1y",default,7,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6768,Fully Immunized child,202201,Rogbere CHC,"Fixed, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6769,LLITN given at Penta3,202201,Rogbere CHC,"Fixed, <1y",default,12,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6770,OPV0 doses given,202201,Rogbere CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6771,OPV1 doses given,202201,Rogbere CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6772,OPV1 doses given,202201,Rogbere CHC,"Outreach, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6773,OPV2 doses given,202201,Rogbere CHC,"Fixed, <1y",default,7,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6774,OPV2 doses given,202201,Rogbere CHC,"Outreach, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6775,OPV3 doses given,202201,Rogbere CHC,"Fixed, <1y",default,12,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6776,Penta1 doses given,202201,Rogbere CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6777,Penta1 doses given,202201,Rogbere CHC,"Outreach, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6778,Penta2 doses given,202201,Rogbere CHC,"Fixed, <1y",default,7,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6779,Penta2 doses given,202201,Rogbere CHC,"Outreach, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6780,Penta3 doses given,202201,Rogbere CHC,"Fixed, <1y",default,12,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6781,Yellow Fever doses given,202201,Rogbere CHC,"Fixed, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6782,Measles doses given,202201,Rogbere CHC,"Fixed, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6783,Children supplied with food supplemements,202201,Rogbere CHC,"Fixed, <1y",default,26,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6784,Children supplied with food supplemements,202201,Rogbere CHC,"Fixed, >1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6785,Newborn protected at birth against tetanus (TT2+),202201,Rogbere CHC,"Fixed, <1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6786,Q_Early breastfeeding (within 1 hr after delivery) at BCG,202201,Rogbere CHC,"Fixed, <1y",default,7,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6787,Q_Exclusive breastfeeding at time of Penta 3,202201,Rogbere CHC,"Fixed, <1y",default,11,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6788,Q_Slept under LLIN last night Measles,202201,Rogbere CHC,"Fixed, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6789,Q_Vitamin A received 4-6 months ago at 12-59 dose,202201,Rogbere CHC,"Fixed, >1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6790,Weight for age below lower line (red),202201,Rogbere CHC,"Fixed, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6791,Weight for age below lower line (red),202201,Rogbere CHC,"Fixed, >1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6792,Weight for age between middle and lower line (yellow),202201,Rogbere CHC,"Fixed, <1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6793,Weight for age between middle and lower line (yellow),202201,Rogbere CHC,"Fixed, >1y",default,18,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6794,Weight for age on or above middle line (green),202201,Rogbere CHC,"Fixed, <1y",default,13,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6795,Weight for age on or above middle line (green),202201,Rogbere CHC,"Fixed, >1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6796,Weight for height 70-79 percent,202201,Rogbere CHC,"Fixed, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6797,Weight for height 70-79 percent,202201,Rogbere CHC,"Fixed, >1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6798,Weight for height 80 percent and above,202201,Rogbere CHC,"Fixed, <1y",default,13,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6799,Weight for height 80 percent and above,202201,Rogbere CHC,"Fixed, >1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6800,BCG doses given,202201,Rotifunk CHC,"Fixed, <1y",default,60,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6801,Fully Immunized child,202201,Rotifunk CHC,"Fixed, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6802,LLITN given at Penta3,202201,Rotifunk CHC,"Fixed, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6803,OPV0 doses given,202201,Rotifunk CHC,"Fixed, <1y",default,21,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6804,OPV0 doses given,202201,Rotifunk CHC,"Outreach, <1y",default,19,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6805,OPV1 doses given,202201,Rotifunk CHC,"Fixed, <1y",default,40,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6806,OPV1 doses given,202201,Rotifunk CHC,"Outreach, <1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6807,OPV2 doses given,202201,Rotifunk CHC,"Fixed, <1y",default,35,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6808,OPV2 doses given,202201,Rotifunk CHC,"Outreach, <1y",default,16,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6809,OPV3 doses given,202201,Rotifunk CHC,"Fixed, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6810,OPV3 doses given,202201,Rotifunk CHC,"Outreach, <1y",default,14,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6811,Penta1 doses given,202201,Rotifunk CHC,"Fixed, <1y",default,40,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6812,Penta1 doses given,202201,Rotifunk CHC,"Outreach, <1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6813,Penta2 doses given,202201,Rotifunk CHC,"Fixed, <1y",default,35,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6814,Penta2 doses given,202201,Rotifunk CHC,"Outreach, <1y",default,16,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6815,Penta3 doses given,202201,Rotifunk CHC,"Fixed, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6816,Penta3 doses given,202201,Rotifunk CHC,"Outreach, <1y",default,14,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6817,Yellow Fever doses given,202201,Rotifunk CHC,"Fixed, <1y",default,30,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6818,Measles doses given,202201,Rotifunk CHC,"Fixed, <1y",default,30,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6819,Children getting therapeutic feeding,202201,Rotifunk CHC,"Fixed, >1y",default,60,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6820,Children supplied with food supplemements,202201,Rotifunk CHC,"Fixed, <1y",default,11,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6821,Children supplied with food supplemements,202201,Rotifunk CHC,"Fixed, >1y",default,48,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6822,Newborn protected at birth against tetanus (TT2+),202201,Rotifunk CHC,"Fixed, <1y",default,43,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6823,Newborn protected at birth against tetanus (TT2+),202201,Rotifunk CHC,"Outreach, <1y",default,7,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6824,Q_Early breastfeeding (within 1 hr after delivery) at BCG,202201,Rotifunk CHC,"Fixed, <1y",default,33,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6825,Q_Exclusive breastfeeding at time of Penta 3,202201,Rotifunk CHC,"Fixed, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6826,Q_Slept under LLIN last night Measles,202201,Rotifunk CHC,"Fixed, <1y",default,30,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6827,Q_Vitamin A received 4-6 months ago at 12-59 dose,202201,Rotifunk CHC,"Fixed, >1y",default,54,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6828,Q_Vitamin A received 4-6 months ago at 12-59 dose,202201,Rotifunk CHC,"Outreach, >1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6829,Vitamin A given to < 5y,202201,Rotifunk CHC,"Fixed, <1y",default,18,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6830,Vitamin A given to < 5y,202201,Rotifunk CHC,"Outreach, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6831,Weight for age between middle and lower line (yellow),202201,Rotifunk CHC,"Fixed, >1y",default,30,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6832,Weight for age between middle and lower line (yellow),202201,Rotifunk CHC,"Outreach, >1y",default,40,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6833,Weight for age on or above middle line (green),202201,Rotifunk CHC,"Fixed, <1y",default,21,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6834,Weight for age on or above middle line (green),202201,Rotifunk CHC,"Outreach, <1y",default,25,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6835,Weight for age on or above middle line (green),202201,Rotifunk CHC,"Outreach, >1y",default,14,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6836,Weight for height 70-79 percent,202201,Rotifunk CHC,"Fixed, >1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6837,Weight for height 70-79 percent,202201,Rotifunk CHC,"Outreach, >1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6838,Weight for height 80 percent and above,202201,Rotifunk CHC,"Fixed, >1y",default,40,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6839,Weight for height 80 percent and above,202201,Rotifunk CHC,"Outreach, >1y",default,30,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6840,BCG doses given,202201,Rokupr CHC,"Fixed, <1y",default,57,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6841,BCG doses given,202201,Rokupr CHC,"Outreach, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6842,Fully Immunized child,202201,Rokupr CHC,"Fixed, <1y",default,16,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6843,Fully Immunized child,202201,Rokupr CHC,"Outreach, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6844,OPV0 doses given,202201,Rokupr CHC,"Fixed, <1y",default,29,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6845,OPV0 doses given,202201,Rokupr CHC,"Outreach, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6846,OPV1 doses given,202201,Rokupr CHC,"Fixed, <1y",default,21,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6847,OPV1 doses given,202201,Rokupr CHC,"Outreach, <1y",default,7,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6848,OPV2 doses given,202201,Rokupr CHC,"Fixed, <1y",default,24,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6849,OPV2 doses given,202201,Rokupr CHC,"Outreach, <1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6850,OPV3 doses given,202201,Rokupr CHC,"Fixed, <1y",default,11,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6851,OPV3 doses given,202201,Rokupr CHC,"Outreach, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6852,Penta1 doses given,202201,Rokupr CHC,"Fixed, <1y",default,41,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6853,Penta2 doses given,202201,Rokupr CHC,"Fixed, <1y",default,24,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6854,Penta3 doses given,202201,Rokupr CHC,"Fixed, <1y",default,11,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6855,Penta3 doses given,202201,Rokupr CHC,"Outreach, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6856,Yellow Fever doses given,202201,Rokupr CHC,"Fixed, <1y",default,16,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6857,Yellow Fever doses given,202201,Rokupr CHC,"Fixed, >1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6858,Yellow Fever doses given,202201,Rokupr CHC,"Outreach, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6859,Yellow Fever doses given,202201,Rokupr CHC,"Outreach, >1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6860,Measles doses given,202201,Rokupr CHC,"Fixed, <1y",default,16,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6861,Measles doses given,202201,Rokupr CHC,"Fixed, >1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6862,Measles doses given,202201,Rokupr CHC,"Outreach, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6863,Measles doses given,202201,Rokupr CHC,"Outreach, >1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6864,Children supplied with food supplemements,202201,Rokupr CHC,"Fixed, <1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6865,Children supplied with food supplemements,202201,Rokupr CHC,"Outreach, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6866,Newborn protected at birth against tetanus (TT2+),202201,Rokupr CHC,"Fixed, <1y",default,49,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6867,Newborn protected at birth against tetanus (TT2+),202201,Rokupr CHC,"Outreach, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6868,Q_Early breastfeeding (within 1 hr after delivery) at BCG,202201,Rokupr CHC,"Fixed, <1y",default,46,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6869,Q_Early breastfeeding (within 1 hr after delivery) at BCG,202201,Rokupr CHC,"Outreach, <1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6870,Q_Exclusive breastfeeding at time of Penta 3,202201,Rokupr CHC,"Fixed, <1y",default,11,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6871,Q_Exclusive breastfeeding at time of Penta 3,202201,Rokupr CHC,"Outreach, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6872,Q_Slept under LLIN last night Measles,202201,Rokupr CHC,"Fixed, <1y",default,12,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6873,Q_Slept under LLIN last night Measles,202201,Rokupr CHC,"Fixed, >1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6874,Q_Slept under LLIN last night Measles,202201,Rokupr CHC,"Outreach, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6875,Q_Slept under LLIN last night Measles,202201,Rokupr CHC,"Outreach, >1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6876,Weight for age below lower line (red),202201,Rokupr CHC,"Fixed, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6877,Weight for age below lower line (red),202201,Rokupr CHC,"Outreach, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6878,Weight for age between middle and lower line (yellow),202201,Rokupr CHC,"Fixed, <1y",default,11,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6879,Weight for age between middle and lower line (yellow),202201,Rokupr CHC,"Outreach, <1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6880,Weight for age on or above middle line (green),202201,Rokupr CHC,"Fixed, <1y",default,14,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6881,Weight for age on or above middle line (green),202201,Rokupr CHC,"Outreach, <1y",default,14,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6882,Weight for height 70-79 percent,202201,Rokupr CHC,"Fixed, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6883,Weight for height 70-79 percent,202201,Rokupr CHC,"Outreach, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6884,Weight for height 80 percent and above,202201,Rokupr CHC,"Fixed, <1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6885,Weight for height 80 percent and above,202201,Rokupr CHC,"Outreach, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6886,Weight for height below 70 percent,202201,Rokupr CHC,"Fixed, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6887,Weight for height below 70 percent,202201,Rokupr CHC,"Outreach, <1y",default,29,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6888,BCG doses given,202201,Sandaru CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6889,BCG doses given,202201,Sandaru CHC,"Outreach, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6890,Fully Immunized child,202201,Sandaru CHC,"Fixed, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6891,Fully Immunized child,202201,Sandaru CHC,"Outreach, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6892,LLITN given at Penta3,202201,Sandaru CHC,"Fixed, <1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6893,LLITN given at Penta3,202201,Sandaru CHC,"Outreach, <1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6894,OPV0 doses given,202201,Sandaru CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6895,OPV0 doses given,202201,Sandaru CHC,"Outreach, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
6896,OPV1 doses given,202201,Sandaru CHC,"Fixed, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
